relation,mrr,hits@1,hits@3,hits@5,hits@10,hits@15,mae,mse,wmrr,whits@1,whits@3,whits@5,whits@10,whits@15
overall,0.9674984216690063,0.9505985379219055,0.9826427698135376,0.9872007966041565,0.991712749004364,0.9932781457901001,0.5864115357398987,0.3888930082321167,0.9724392294883728,0.9568882584571838,0.9870267510414124,0.9900451898574829,0.9932646155357361,0.9942600727081299
binding,0.9376177787780762,0.9046780467033386,0.9677489995956421,0.9763346314430237,0.9830489754676819,0.986130952835083,,,0.9490489363670349,0.9201328158378601,0.9765745997428894,0.9822009801864624,0.9864898920059204,0.9882928729057312
expression,0.977702260017395,0.9691283702850342,0.9836562275886536,0.9903148412704468,0.9945520758628845,0.9963681101799011,,,0.977635383605957,0.9684782028198242,0.9854467511177063,0.9905680418014526,0.993815004825592,0.99619060754776
activation,0.9883980751037598,0.9841494560241699,0.9909425973892212,0.9926408529281616,0.997169554233551,0.9974526166915894,,,0.9911852478981018,0.9875435829162598,0.9936864376068115,0.9944663643836975,0.998335599899292,0.9986371994018555
catalysis,0.9857832193374634,0.9744114279747009,0.9979528784751892,0.998976469039917,0.998976469039917,1.0,,,0.9904841184616089,0.9826241731643677,0.9983040690422058,0.999732255935669,0.999732255935669,1.0
reaction,0.9879636168479919,0.9788789749145508,0.9975629448890686,0.9975629448890686,0.9983752965927124,0.9983752965927124,,,0.9896853566169739,0.9819309115409851,0.9976802468299866,0.9976802468299866,0.998465895652771,0.998465895652771
ptmod,0.9927033185958862,0.9897107481956482,0.9947162866592407,0.9955505728721619,0.9991657137870789,0.9991657137870789,,,0.9938649535179138,0.9913800954818726,0.9954321980476379,0.9959133267402649,0.9996352195739746,0.9996352195739746
inhibition,0.9960978031158447,0.9927096366882324,0.9993925094604492,0.9993925094604492,0.9993925094604492,1.0,,,0.9963241219520569,0.992939829826355,0.9996554851531982,0.9996554851531982,0.9996554851531982,1.0
