relation,mrr,wmrr,wmr,mr,hits@1,hits@3,hits@5,hits@10,mae,mse
overall,0.7489299774169922,0.7764710187911987,8.24051570892334,8.218785285949707,0.6041899919509888,0.8745399713516235,0.9284070134162903,0.9761970043182373,0.0240509994328022,0.0035359999164938927
