relation,mrr,wmrr,wmr,mr,hits@1,hits@3,hits@5,hits@10,mae,mse
overall,0.22925600409507751,0.24901199340820312,1439.10546875,1531.0718994140625,0.16809199750423431,0.25662198662757874,0.29197099804878235,0.33976098895072937,6.652338981628418,80.85427856445312
