relation,mrr,wmrr,wmr,mr,hits@1,hits@3,hits@5,hits@10,mae,mse
overall,0.13557399809360504,0.14599500596523285,1136.0460205078125,1217.9208984375,0.04296899959445,0.1938530057668686,0.23469699919223785,0.2850770056247711,0.37820500135421753,0.20393499732017517
