relation,mrr,wmrr,wmr,mr,hits@1,hits@3,hits@5,hits@10,mae,mse
overall,0.18797099590301514,0.20857399702072144,1008.9024658203125,1083.7843017578125,0.09775599837303162,0.23179399967193604,0.28844699263572693,0.35489600896835327,0.4141019880771637,0.24490800499916077
