relation,mrr,wmrr,wmr,mr,hits@1,hits@3,hits@5,hits@10,mae,mse
overall,0.9510390162467957,0.9577959775924683,5.908745765686035,5.0239410400390625,0.9219610095024109,0.9776239991188049,0.9844380021095276,0.9902849793434143,15.02707290649414,235.2621307373047
