relation,mrr,wmrr,wmr,mr,hits@1,hits@3,hits@5,hits@10,mae,mse
overall,0.5967180132865906,0.6310219764709473,184.7593536376953,202.7809600830078,0.5059139728546143,0.6439359784126282,0.6973779797554016,0.7617930173873901,0.0609700009226799,0.02639099955558777
