relation,mrr,wmrr,wmr,mr,hits@1,hits@3,hits@5,hits@10,mae,mse
overall,0.16186200082302094,0.18175500631332397,1193.41162109375,1308.374755859375,0.09557899832725525,0.1860779970884323,0.2311200052499771,0.2930600047111511,0.3928639888763428,0.2291560024023056
