relation,mrr,wmrr,wmr,mr,hits@1,hits@3,hits@5,hits@10,mae,mse
overall,0.9303169846534729,0.9520050287246704,2.621148109436035,3.2785909175872803,0.891435980796814,0.9629369974136353,0.9793279767036438,0.9901009798049927,0.027465999126434326,0.00330700003542006
