relation,mrr,wmrr,wmr,mr,hits@1,hits@3,hits@5,hits@10,mae,mse
overall,0.15722499787807465,0.17563599348068237,1184.2945556640625,1298.06103515625,0.08552300184965134,0.1870110034942627,0.23262299597263336,0.29487401247024536,0.3909339904785156,0.2273540049791336
