relation,mrr,wmrr,wmr,mr,hits@1,hits@3,hits@5,hits@10,mae,mse
overall,0.7912020087242126,0.8111500144004822,108.08064270019531,123.37181091308594,0.7149069905281067,0.8459460139274597,0.8851360082626343,0.9250389933586121,16.99125862121582,320.6914367675781
