relation,mrr,wmrr,wmr,mr,hits@1,hits@3,hits@5,hits@10,mae,mse
overall,0.5987160205841064,0.6329349875450134,154.7303924560547,174.76107788085938,0.5090489983558655,0.6492090225219727,0.698589026927948,0.7634320259094238,0.060242000967264175,0.02594500035047531
