relation,mrr,hits@1,hits@3,hits@5,hits@10,hits@15,mae,mse,wmrr,whits@1,whits@3,whits@5,whits@10,whits@15
overall,0.39986008405685425,0.3096052408218384,0.4444919228553772,0.5022088885307312,0.5734643936157227,0.6171440482139587,0.24722649157047272,0.12209134548902512,0.4158150553703308,0.3217507302761078,0.4636281132698059,0.5229565501213074,0.5958341956138611,0.6400704383850098
101,0.5813486576080322,0.5454545617103577,0.5454545617103577,0.6363636255264282,0.7272727489471436,0.7272727489471436,,,0.5949368476867676,0.5554121732711792,0.5554121732711792,0.6555583477020264,0.7557595372200012,0.7557595372200012
102,0.15967565774917603,0.09090909361839294,0.27272728085517883,0.27272728085517883,0.27272728085517883,0.27272728085517883,,,0.16810131072998047,0.09436427056789398,0.28948667645454407,0.28948667645454407,0.28948667645454407,0.28948667645454407
103,0.2879699468612671,0.15789473056793213,0.3684210479259491,0.42105263471603394,0.5789473652839661,0.7368420958518982,,,0.28822603821754456,0.17870545387268066,0.354292094707489,0.38122954964637756,0.5486264824867249,0.6991599798202515
104,0.11292826384305954,0.029629629105329514,0.08148147910833359,0.192592591047287,0.32592591643333435,0.4148148000240326,,,0.11922930926084518,0.033252593129873276,0.08319064229726791,0.20919093489646912,0.34338346123695374,0.43368974328041077
105,0.696353018283844,0.6170212626457214,0.7446808218955994,0.8014184236526489,0.8581560254096985,0.8723403811454773,,,0.6813207268714905,0.6023859977722168,0.7213597893714905,0.7881630063056946,0.8512842655181885,0.86802077293396
106,0.46098706126213074,0.3941120505332947,0.4909781515598297,0.5299144983291626,0.6096866130828857,0.6381766200065613,,,0.507250189781189,0.4388011693954468,0.5390565395355225,0.5768135190010071,0.6590047478675842,0.6888697743415833
107,0.30120059847831726,0.23962265253067017,0.31320756673812866,0.36226415634155273,0.4283019006252289,0.49245283007621765,,,0.31095463037490845,0.24757441878318787,0.3209310472011566,0.3739716410636902,0.4474252164363861,0.5150098204612732
108,0.00015146925579756498,0.0,0.0,0.0,0.0,0.0,,,0.00015146925579756498,0.0,0.0,0.0,0.0,0.0
109,0.4412303864955902,0.33771929144859314,0.4912280738353729,0.6140350699424744,0.6622806787490845,0.6885964870452881,,,0.4706234335899353,0.37084588408470154,0.5220556855201721,0.634888768196106,0.6757939457893372,0.6996416449546814
11,0.14494973421096802,0.07999999821186066,0.19999998807907104,0.19999998807907104,0.3199999928474426,0.3199999928474426,,,0.12609821557998657,0.06725698709487915,0.1745188981294632,0.1745188981294632,0.3016698956489563,0.3016698956489563
