relation,mrr,wmrr,wmr,mr,hits@1,hits@3,hits@5,hits@10,mae,mse
overall,0.1504649966955185,0.16625100374221802,1582.834716796875,1741.26123046875,0.037337999790906906,0.21675899624824524,0.26749300956726074,0.3326919972896576,0.3618659973144531,0.18614299595355988
