relation,mrr,wmrr,wmr,mr,hits@1,hits@3,hits@5,hits@10,mae,mse
overall,0.5949079990386963,0.635886013507843,77.79852294921875,84.65961456298828,0.5069829821586609,0.6404449939727783,0.6911789774894714,0.7553799748420715,0.0705609992146492,0.022230999544262886
