relation,mrr,wmrr,wmr,mr,hits@1,hits@3,hits@5,hits@10,mae,mse
overall,0.6628950238227844,0.6897569894790649,9.074870109558105,9.763673782348633,0.49452099204063416,0.7892730236053467,0.872651994228363,0.9485729932785034,0.02415500022470951,0.003476999932900071
