relation,mrr,hits@1,hits@3,hits@5,hits@10,hits@15,mae,mse,wmrr,whits@1,whits@3,whits@5,whits@10,whits@15
overall,0.9049164652824402,0.860681414604187,0.9411141872406006,0.9569060802459717,0.971270740032196,0.9777164459228516,0.5866551399230957,0.3891541361808777,0.9068699479103088,0.8550272583961487,0.9522402882575989,0.966528594493866,0.9785041809082031,0.9833646416664124
binding,0.8362316489219666,0.7634562253952026,0.8965327143669128,0.9229499101638794,0.9447440505027771,0.9556411504745483,,,0.850424587726593,0.7713583111763,0.9200268387794495,0.9426648020744324,0.9600529074668884,0.9677837491035461
expression,0.9369030594825745,0.9164649248123169,0.9491525888442993,0.9582324624061584,0.9733656644821167,0.9812349081039429,,,0.9378591179847717,0.9159607291221619,0.9512612819671631,0.9626986980438232,0.975445568561554,0.9812344312667847
activation,0.9625620245933533,0.9490517973899841,0.9697141647338867,0.9793376922607422,0.9895273447036743,0.9923577904701233,,,0.968954861164093,0.9564840793609619,0.9767407178878784,0.9848517179489136,0.9935886859893799,0.9957652688026428
catalysis,0.8905158638954163,0.811668336391449,0.9611054062843323,0.9774820804595947,0.9897645711898804,0.9938587546348572,,,0.9036752581596375,0.8287713527679443,0.9721065163612366,0.9850319623947144,0.9936866164207458,0.9964827299118042
reaction,0.9074218273162842,0.8359057903289795,0.978066623210907,0.9861900806427002,0.9935012459754944,0.9943135976791382,,,0.9084795117378235,0.833440899848938,0.9835085868835449,0.9887077212333679,0.9945301413536072,0.9951546788215637
ptmod,0.9753982424736023,0.9657952785491943,0.9805338978767395,0.9869298934936523,0.9949944019317627,0.9980533719062805,,,0.9758914113044739,0.9657182693481445,0.9813830852508545,0.9875682592391968,0.9954276084899902,0.9989315867424011
inhibition,0.9808769822120667,0.9696233868598938,0.9921020865440369,0.9951397776603699,0.9969623684883118,0.9981774687767029,,,0.9790555238723755,0.9664763808250427,0.9907665252685547,0.9952684640884399,0.997688889503479,0.9990618228912354
