relation,mrr,hits@1,hits@3,hits@5,hits@10,hits@15,mae,mse,wmrr,whits@1,whits@3,whits@5,whits@10,whits@15
overall,0.7122520804405212,0.609944760799408,0.7790976166725159,0.840423583984375,0.8932320475578308,0.9138121604919434,0.47639980912208557,0.2877195477485657,0.6793742775917053,0.536121129989624,0.7863292694091797,0.8573437929153442,0.9094923138618469,0.9286601543426514
binding,0.5565022230148315,0.41684094071388245,0.6456797122955322,0.7284534573554993,0.8122179508209229,0.8447991013526917,,,0.5543134808540344,0.37822529673576355,0.6836238503456116,0.7721338868141174,0.8490940928459167,0.8772313594818115
expression,0.8496668338775635,0.8244552612304688,0.8613801598548889,0.8746973872184753,0.8989104628562927,0.915859580039978,,,0.851645290851593,0.8255607485771179,0.8645043969154358,0.8773637413978577,0.8983266949653625,0.9175748229026794
activation,0.8823094367980957,0.8497028350830078,0.8907444477081299,0.9309369325637817,0.9549957513809204,0.9637702107429504,,,0.8745056986808777,0.8326431512832642,0.8880923986434937,0.9412665963172913,0.9669407606124878,0.9746010899543762
catalysis,0.4453752040863037,0.13613101840019226,0.6888433694839478,0.8188331723213196,0.9150460362434387,0.9437052011489868,,,0.4820297062397003,0.15107999742031097,0.76385498046875,0.8727220296859741,0.9405737519264221,0.9598945379257202
reaction,0.4970715641975403,0.19252640008926392,0.746547520160675,0.8838343024253845,0.956133246421814,0.9756295680999756,,,0.5091956257820129,0.1777641475200653,0.7968446612358093,0.9061755537986755,0.9656625986099243,0.981702446937561
ptmod,0.9219066500663757,0.8948831558227539,0.9340934157371521,0.9605116248130798,0.9763625860214233,0.982202410697937,,,0.9073994159698486,0.87320476770401,0.9240058660507202,0.9574385285377502,0.9740356206893921,0.9807988405227661
inhibition,0.9302796721458435,0.916767954826355,0.932563841342926,0.9477521777153015,0.9605103731155396,0.9720535278320312,,,0.9062885046005249,0.8874161243438721,0.9081075191497803,0.9332599639892578,0.9499175548553467,0.9651582837104797
