relation,mrr,wmrr,wmr,mr,hits@1,hits@3,hits@5,hits@10,mae,mse
overall,0.04511300101876259,0.032937999814748764,1885.269775390625,1750.7119140625,9.200000204145908e-05,0.06993599981069565,0.08752299845218658,0.10874799638986588,0.39729300141334534,0.2097339928150177
