relation,mrr,wmrr,wmr,mr,hits@1,hits@3,hits@5,hits@10,mae,mse
overall,0.5935630202293396,0.6275140047073364,178.2183837890625,194.78758239746094,0.5038480162620544,0.642795979976654,0.6923900246620178,0.7580879926681519,0.06031399965286255,0.025807999074459076
