relation,mrr,hits@1,hits@3,hits@5,hits@10,hits@15,mae,mse,wmrr,whits@1,whits@3,whits@5,whits@10,whits@15
overall,0.3878614008426666,0.28630468249320984,0.4325922429561615,0.49508336186408997,0.5813025236129761,0.6296850442886353,0.28881487250328064,0.14771708846092224,0.39723482728004456,0.2933484613895416,0.4437479078769684,0.5080576539039612,0.5955260396003723,0.6432272791862488
101,0.31291434168815613,0.09090909361839294,0.4545454680919647,0.5454545617103577,0.7272727489471436,0.8181818723678589,,,0.31141194701194763,0.07201962172985077,0.4693017601966858,0.5554121732711792,0.7557595372200012,0.8559607863426208
102,0.160303995013237,0.09090909361839294,0.1818181872367859,0.1818181872367859,0.27272728085517883,0.27272728085517883,,,0.17019490897655487,0.0976148322224617,0.19197909533977509,0.19197909533977509,0.28787803649902344,0.28787803649902344
103,0.11307575553655624,0.0,0.05263157933950424,0.21052631735801697,0.42105263471603394,0.5263158082962036,,,0.11619590222835541,0.0,0.059367816895246506,0.20943444967269897,0.44875356554985046,0.5372621417045593
104,0.10789471864700317,0.029629629105329514,0.1259259283542633,0.15555554628372192,0.28148147463798523,0.3185185194015503,,,0.11584512144327164,0.03218637406826019,0.1435634195804596,0.17331662774085999,0.2948252558708191,0.32562658190727234
105,0.6643622517585754,0.5531914830207825,0.7517729997634888,0.7801418304443359,0.8652482032775879,0.8794326186180115,,,0.6506337523460388,0.5386569499969482,0.7364151477813721,0.7698872685432434,0.8499895930290222,0.8654927015304565
106,0.46724966168403625,0.34757834672927856,0.5299144983291626,0.5982905626296997,0.7018043398857117,0.7426400780677795,,,0.5058783292770386,0.38730698823928833,0.5702052116394043,0.639944851398468,0.7326288223266602,0.770754337310791
107,0.23604035377502441,0.15660378336906433,0.2528302073478699,0.3094339668750763,0.38679245114326477,0.4566037654876709,,,0.23641720414161682,0.15062716603279114,0.2567068934440613,0.3213925063610077,0.4008239209651947,0.46599408984184265
108,0.00044722718303091824,0.0,0.0,0.0,0.0,0.0,,,0.00044722718303091824,0.0,0.0,0.0,0.0,0.0
109,0.5404045581817627,0.44736841320991516,0.5921052694320679,0.6535087823867798,0.7017543911933899,0.7543859481811523,,,0.5484338998794556,0.4538385272026062,0.6006612777709961,0.6682875156402588,0.7165570855140686,0.7688906192779541
11,0.15868842601776123,0.07999999821186066,0.1599999964237213,0.19999998807907104,0.3199999928474426,0.3199999928474426,,,0.16353699564933777,0.0869959220290184,0.18036748468875885,0.20083747804164886,0.3016698956489563,0.3016698956489563
111,0.028415121138095856,0.0,0.0,0.0,0.0,0.3333333432674408,,,0.03032013401389122,0.0,0.0,0.0,0.0,0.36781609058380127
113,0.39968040585517883,0.25,0.5,0.5,0.5,0.75,,,0.4634230434894562,0.29389768838882446,0.577502965927124,0.577502965927124,0.577502965927124,0.8714016675949097
115,0.664457380771637,0.5925925970077515,0.7037037014961243,0.7407407760620117,0.7777777910232544,0.8148148059844971,,,0.6477881073951721,0.5651330947875977,0.699081540107727,0.7319929599761963,0.7773802280426025,0.7974132299423218
117,3.673634273582138e-05,0.0,0.0,0.0,0.0,0.0,,,3.673634273582138e-05,0.0,0.0,0.0,0.0,0.0
119,0.706250011920929,0.625,0.75,0.875,0.875,1.0,,,0.7345450520515442,0.6454540491104126,0.7909088134765625,0.9363635778427124,0.9363635778427124,1.0
12,0.0833333358168602,0.0,0.0,0.0,0.0,1.0,,,0.0833333358168602,0.0,0.0,0.0,0.0,1.0
121,0.25,0.0,0.0,1.0,1.0,1.0,,,0.25,0.0,0.0,1.0,1.0,1.0
123,0.08895131200551987,0.0,0.0,0.0,0.5,0.5,,,0.08895131200551987,0.0,0.0,0.0,0.5,0.5
124,0.25219297409057617,0.0,0.5,0.5,0.5,0.5,,,0.25219297409057617,0.0,0.5,0.5,0.5,0.5
126,0.11336268484592438,0.0,0.0,0.125,0.5,0.75,,,0.11864415556192398,0.0,0.0,0.13805557787418365,0.5494166016578674,0.7867221236228943
127,0.18630893528461456,0.0,0.2222222238779068,0.3333333432674408,0.6111111044883728,0.6666666865348816,,,0.18825173377990723,0.0,0.22265277802944183,0.31374210119247437,0.6134569048881531,0.6639168858528137
128,0.3906724452972412,0.22826087474822998,0.47826087474823,0.5869565606117249,0.70652174949646,0.77173912525177,,,0.3948425352573395,0.23296453058719635,0.49359071254730225,0.5849515199661255,0.6967535614967346,0.7604560852050781
129,0.39531266689300537,0.29523810744285583,0.4285714328289032,0.485714316368103,0.6000000238418579,0.6571428775787354,,,0.41783949732780457,0.32400253415107727,0.4440232515335083,0.48617997765541077,0.6166311502456665,0.6764571070671082
13,0.3570353388786316,0.2133333384990692,0.4000000059604645,0.5200000405311584,0.6933333277702332,0.7599999904632568,,,0.34167903661727905,0.19605810940265656,0.38369688391685486,0.5163092017173767,0.6887915134429932,0.7629997730255127
130,0.07633053511381149,0.0,0.0,0.0,0.5,0.5,,,0.050298381596803665,0.0,0.0,0.0,0.30434781312942505,0.30434781312942505
132,0.3460630178451538,0.2083333432674408,0.375,0.5,0.6666666865348816,0.8333333730697632,,,0.3448869287967682,0.20990008115768433,0.3599598705768585,0.4997873306274414,0.6861094832420349,0.8460729718208313
133,0.37089404463768005,0.21052631735801697,0.6315789222717285,0.6315789222717285,0.6315789222717285,0.6842105388641357,,,0.3518083393573761,0.1770940124988556,0.6377213001251221,0.6377213001251221,0.6377213001251221,0.6902803778648376
135,0.24178987741470337,0.1666666716337204,0.1666666716337204,0.2777777910232544,0.3888888955116272,0.6111111044883728,,,0.26371753215789795,0.1876230537891388,0.1876230537891388,0.3072805106639862,0.41565850377082825,0.660028338432312
136,0.34977462887763977,0.23188406229019165,0.37681159377098083,0.49275362491607666,0.5797101259231567,0.7246376872062683,,,0.3665732145309448,0.24579720199108124,0.3999394476413727,0.5218920111656189,0.5897566676139832,0.7429301738739014
137,0.010309278033673763,0.0,0.0,0.0,0.0,0.0,,,0.010309278033673763,0.0,0.0,0.0,0.0,0.0
138,0.6883823275566101,0.6000000238418579,0.699999988079071,0.800000011920929,0.9000000357627869,0.9000000357627869,,,0.7029422521591187,0.6002400517463684,0.7394264340400696,0.8003205060958862,0.9391059279441833,0.9391059279441833
139,0.40247446298599243,0.3076923191547394,0.38461539149284363,0.46153849363327026,0.692307710647583,0.692307710647583,,,0.4990098774433136,0.3920876085758209,0.5085312724113464,0.5594753623008728,0.7696197628974915,0.7696197628974915
140,0.05882352963089943,0.0,0.0,0.0,0.0,0.0,,,0.05882352963089943,0.0,0.0,0.0,0.0,0.0
141,0.628164529800415,0.5,0.75,0.75,0.75,0.75,,,0.628164529800415,0.5,0.75,0.75,0.75,0.75
142,0.5608460903167725,0.4040403962135315,0.6540403962135315,0.7777777910232544,0.881313145160675,0.9141414165496826,,,0.5659832954406738,0.41151902079582214,0.6564604640007019,0.7816951870918274,0.8819318413734436,0.9144240617752075
145,0.0011668611550703645,0.0,0.0,0.0,0.0,0.0,,,0.0011668611550703645,0.0,0.0,0.0,0.0,0.0
147,0.36369913816452026,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,,,0.3288082182407379,0.2970137298107147,0.2970137298107147,0.2970137298107147,0.2970137298107147,0.2970137298107147
148,0.365567147731781,0.1428571492433548,0.5714285969734192,0.5714285969734192,0.7142857313156128,0.7142857313156128,,,0.3538445830345154,0.1555217206478119,0.5334348082542419,0.5334348082542419,0.6889565587043762,0.6889565587043762
